"providers","HAI_1_CI_LOWER","HAI_1_CI_UPPER","HAI_3_CI_LOWER","HAI_3_CI_UPPER","HAI_5_CI_LOWER","HAI_5_CI_UPPER"
301301,NA,NA,NA,NA,NA,NA
301302,NA,NA,NA,NA,NA,NA
301303,NA,NA,NA,NA,NA,NA
301304,NA,NA,NA,NA,NA,NA
301305,NA,NA,NA,NA,NA,NA
301306,NA,NA,NA,NA,NA,NA
301307,NA,NA,NA,NA,NA,NA
301308,NA,NA,NA,NA,NA,NA
301309,NA,NA,NA,NA,NA,NA
301310,NA,NA,NA,NA,NA,NA
301311,NA,NA,NA,NA,NA,NA
301312,NA,NA,NA,NA,NA,NA
310001,"0.493","1.220","0.385","1.743","0.608","1.824"
310002,"0.164","0.617",NA,"1.345","0.516","1.704"
310003,"0.101","1.988",NA,NA,"0.154","3.027"
310005,"1.005","4.110","0.021","2.047","0.127","2.498"
310006,"0.388","4.153",NA,"2.672","0.041","4.069"
310008,"0.010","0.961","0.015","1.435","1.021","5.239"
310009,NA,"0.494","0.014","1.411","0.080","1.578"
310010,"0.092","1.812","0.590","3.029","0.019","1.866"
310011,"0.379","4.054","0.035","3.430","0.333","6.568"
310012,"1.229","3.410","0.268","1.620","0.515","2.645"
310014,"0.513","1.239","0.863","2.317","0.869","2.148"
310015,"0.244","0.767","0.005","0.446","0.257","1.052"
310016,"0.138","1.479",NA,"2.864","0.200","3.933"
310017,"0.280","2.123","0.461","3.498","0.959","5.802"
310019,"0.519","1.140","0.012","1.201","0.189","0.971"
310021,"0.018","1.805",NA,NA,"0.037","3.637"
310022,"0.616","1.771","0.248","1.273","0.050","0.983"
310024,"1.357","4.486",NA,"2.451","0.723","7.739"
310025,"0.021","2.037",NA,"2.289","0.190","3.737"
310027,"1.004","3.778","0.158","3.118","0.019","1.868"
310028,"0.167","3.296",NA,"1.286","0.402","4.306"
310029,"0.435","1.780","0.258","1.957","0.019","1.851"
310031,"0.432","3.280",NA,NA,NA,NA
310032,"0.242","1.466","0.225","2.409","0.191","2.044"
310034,"0.225","2.408","0.078","1.545","0.018","1.801"
310038,"0.237","0.833","0.338","1.527","1.173","2.469"
310039,"0.065","1.280","0.232","4.570","0.270","2.884"
310040,"0.440","4.711",NA,"2.653",NA,"2.206"
310041,"0.122","1.310","0.176","1.336","0.591","2.223"
310044,"0.071","1.393","0.129","2.545","0.026","2.561"
310045,"0.447","2.293",NA,"0.719","0.207","2.220"
310047,"0.314","2.386",NA,"1.562","0.040","3.949"
310048,"0.101","1.989","0.016","1.570","0.203","2.176"
310050,"1.031","6.237","0.013","1.254","0.916","5.539"
310051,"0.155","0.939","0.484","1.820","0.145","1.554"
310052,"0.207","1.570","0.245","1.858","0.990","3.475"
310054,"2.678","8.402",NA,"1.976","0.154","3.031"
310057,"0.567","2.320","0.206","2.206","0.012","1.211"
310058,NA,NA,NA,NA,"0.169","3.322"
310060,"0.025","2.473",NA,NA,NA,NA
310061,"0.028","2.780","0.841","6.386",NA,NA
310064,"0.339","1.275","0.064","1.252","0.101","1.084"
310069,NA,NA,NA,NA,NA,NA
310070,"0.563","1.861","0.543","2.785","0.407","2.088"
310073,"0.071","0.538","0.198","1.501","0.301","1.057"
310074,"0.165","1.000","0.012","1.160","0.587","2.208"
310075,"0.010","1.034","0.198","2.122","0.085","1.682"
310076,"0.055","0.420","0.280","1.436","0.194","1.175"
310081,"0.113","2.219","0.021","2.025","0.449","4.803"
310083,"0.820","4.208",NA,NA,"0.278","5.479"
310084,NA,NA,NA,NA,"0.681","7.283"
310086,"0.607","2.744","0.299","1.806","0.193","1.463"
310091,NA,NA,NA,NA,NA,NA
310092,"0.010","1.031",NA,"1.454","0.513","3.894"
310096,"0.396","2.394",NA,NA,"0.755","5.730"
310108,"0.217","1.112","0.016","1.574","0.577","2.610"
310110,"0.012","1.155",NA,"1.525",NA,"1.521"
310111,"0.061","1.196","0.375","2.271",NA,"1.418"
310112,"0.377","2.864",NA,"2.083","0.026","2.545"
310113,NA,"0.892",NA,"2.769","0.567","6.066"
310115,NA,NA,NA,NA,NA,NA
310118,NA,NA,NA,NA,NA,NA
310119,"2.359","4.046","0.030","2.927","0.688","2.158"
310130,NA,NA,NA,NA,NA,NA
320001,"0.475","1.100","2.040","5.477","0.118","0.896"
320002,"1.865","6.546","0.702","3.605","0.618","4.688"
320003,NA,NA,NA,NA,NA,NA
320004,NA,NA,"0.761","8.140",NA,NA
320005,"0.009","0.913","1.038","5.326",NA,"1.954"
320006,NA,NA,NA,NA,NA,NA
320009,"0.541","1.788",NA,"1.670","0.264","2.829"
320011,NA,NA,NA,NA,NA,NA
320016,NA,NA,NA,NA,NA,NA
320017,"0.017","1.634","0.049","4.854",NA,"2.960"
320018,NA,"0.692",NA,"2.015","0.176","3.470"
320021,"0.849","1.967","0.491","1.723","0.353","1.598"
320022,NA,NA,NA,NA,NA,NA
320030,NA,NA,NA,NA,NA,NA
320033,NA,NA,NA,NA,NA,NA
320038,NA,NA,NA,NA,NA,NA
320057,NA,NA,NA,NA,NA,NA
320058,NA,NA,NA,NA,NA,NA
320059,NA,NA,NA,NA,NA,NA
320060,NA,NA,NA,NA,NA,NA
320061,NA,NA,NA,NA,NA,NA
320062,NA,NA,NA,NA,NA,NA
320063,NA,NA,NA,NA,NA,NA
320065,NA,NA,NA,NA,NA,NA
320067,NA,NA,NA,NA,NA,NA
320074,NA,NA,NA,NA,NA,NA
320084,NA,NA,NA,NA,NA,NA
320085,"0.881","3.603","0.034","3.314",NA,"1.310"
320086,NA,NA,NA,NA,NA,NA
320089,NA,"2.490",NA,"1.417",NA,NA
321300,NA,NA,NA,NA,NA,NA
321301,NA,NA,NA,NA,NA,NA
321302,NA,NA,NA,NA,NA,NA
321305,NA,NA,NA,NA,NA,NA
321307,NA,NA,NA,NA,NA,NA
321309,NA,NA,NA,NA,NA,NA
321310,NA,NA,NA,NA,NA,NA
330003,NA,NA,"0.041","3.997",NA,NA
330004,"0.015","1.443",NA,"2.168","0.257","5.056"
330005,"0.226","0.650","0.104","0.789","0.611","1.640"
330006,"0.036","3.500",NA,NA,NA,NA
330008,NA,NA,NA,NA,NA,NA
330009,"0.253","1.145","0.020","1.942","0.736","2.583"
330011,"0.012","1.227","0.199","2.128","0.018","1.760"
330013,"0.601","1.111","0.575","1.653","0.176","0.719"
330014,"0.163","1.238","0.339","3.632","0.115","1.227"
330019,NA,NA,NA,NA,"0.564","4.283"
330023,"0.506","1.774","0.115","1.228","0.132","1.410"
330024,"1.013","1.662","0.743","1.543","1.261","2.210"
330027,"0.427","1.746",NA,NA,"0.160","1.715"
330028,"1.114","2.992","2.777","7.236","0.226","1.714"
330030,NA,"1.839",NA,NA,NA,NA
330033,NA,NA,NA,NA,NA,NA
330043,"0.754","2.836","0.682","2.787","0.657","2.970"
330044,"0.012","1.136","0.022","2.211","0.132","2.593"
330045,"0.426","3.232","0.374","2.262","0.074","1.456"
330046,"0.568","1.703","0.323","1.955","0.128","0.970"
330047,NA,NA,"0.253","4.991","0.039","3.814"
330049,NA,NA,NA,NA,NA,NA
330055,"0.894","2.266","0.010","0.955","0.190","0.973"
330056,"0.109","1.162","1.064","6.436","0.363","2.193"
330057,"0.224","0.843","0.594","1.782","0.358","1.835"
330058,"0.026","2.523","0.210","4.130",NA,NA
330059,"0.951","1.456","0.531","1.667","1.019","1.707"
330061,"1.761","5.524","0.034","3.362","0.455","4.869"
330065,"0.035","3.420",NA,"2.317",NA,NA
330073,NA,NA,NA,NA,NA,NA
330074,"0.192","3.789","0.550","5.887",NA,NA
330078,"0.034","0.671","1.132","3.742","0.071","1.401"
330079,NA,NA,"0.032","3.172",NA,NA
330080,"0.376","1.701","0.144","2.847","0.788","2.966"
330084,NA,NA,NA,NA,NA,NA
330085,NA,NA,NA,NA,NA,NA
330086,NA,NA,NA,NA,NA,NA
330088,NA,NA,NA,NA,NA,NA
330090,"0.735","2.203","0.149","2.941","0.124","2.441"
330094,"0.432","4.626","0.024","2.371","0.039","3.835"
330096,NA,NA,NA,NA,NA,NA
330100,NA,NA,NA,NA,NA,NA
330101,"0.847","1.183","0.452","1.179","0.611","1.156"
330102,NA,"1.553","0.610","3.688","0.253","4.995"
330103,"0.850","4.363","0.024","2.359",NA,"2.726"
330104,"0.323","3.460","0.029","2.891","0.103","2.023"
330106,"0.377","0.932","0.537","1.490","0.539","1.302"
330107,"0.420","4.491",NA,"2.738","0.232","4.576"
330108,NA,NA,NA,NA,NA,NA
330111,NA,NA,NA,NA,NA,NA
330115,NA,NA,"0.533","4.044",NA,NA
330119,"0.162","0.980","0.691","2.600","0.252","1.527"
330125,"0.330","0.861","0.475","1.667","0.199","0.901"
330126,"0.551","1.934","0.323","1.957","0.634","2.869"
330127,"0.630","1.976","0.273","2.919","0.281","1.442"
330128,"2.462","4.660","2.045","8.361","0.134","1.432"
330132,NA,NA,NA,NA,NA,NA
330135,NA,NA,NA,NA,NA,NA
330136,"0.336","2.035","0.604","3.100","0.161","3.168"
330140,"0.497","1.380","0.454","1.710","0.174","1.317"
330141,"0.692","2.829","0.135","2.657","0.092","1.808"
330144,NA,NA,NA,NA,NA,NA
330151,NA,NA,NA,NA,NA,NA
330153,"0.275","1.242","0.732","3.310","0.320","2.427"
330157,NA,"1.058","0.041","4.039",NA,"1.564"
330158,"0.361","2.186","0.094","1.855","0.017","1.652"
330160,"0.500","1.342","0.562","2.540","0.789","1.950"
330162,"0.160","3.151","0.022","2.119","0.026","2.541"
330163,NA,NA,NA,NA,"0.246","4.844"
330164,"0.086","0.652","0.187","2.005","0.011","1.060"
330166,NA,NA,NA,NA,NA,NA
330167,"0.539","1.273","0.419","1.714","0.296","1.340"
330169,"0.773","2.075","0.475","2.150","0.525","1.737"
330175,NA,NA,NA,NA,NA,NA
330180,"0.094","1.853","0.425","3.230",NA,"2.125"
330181,NA,NA,NA,NA,NA,NA
330182,"0.265","0.997","0.935","2.935","1.214","3.493"
330184,"0.430","4.605",NA,"2.547","1.655","7.485"
330185,"0.059","1.162","0.019","1.915",NA,"0.942"
330188,"0.190","3.737",NA,NA,"1.419","8.585"
330191,"0.073","1.436","0.024","2.389","0.310","3.320"
330193,"0.563","2.120","0.260","5.118","1.163","3.348"
330194,"1.213","2.315","0.055","1.089","0.509","1.526"
330195,"0.583","1.226","0.472","1.559","0.973","1.950"
330196,"1.624","3.465",NA,NA,"0.724","2.725"
330197,NA,NA,"0.045","4.459",NA,NA
330198,"0.477","1.495","0.691","2.825","0.193","1.466"
330199,"0.137","2.695","0.049","4.840","0.026","2.567"
330201,"1.845","4.276","0.042","4.148","0.016","1.614"
330202,"0.484","1.519","0.505","3.054","0.429","1.941"
330203,"0.827","1.998","0.918","3.033","0.358","2.164"
330204,"0.741","1.833","0.022","2.148","0.371","1.518"
330205,NA,NA,NA,NA,NA,NA
330208,"0.325","3.473","0.254","5.006","0.952","4.307"
330211,"0.045","4.396",NA,NA,NA,NA
330214,"0.963","1.679","1.163","2.332","0.184","0.946"
330215,NA,NA,NA,NA,NA,NA
330218,NA,NA,NA,NA,NA,NA
330219,"0.829","1.768","0.109","2.154","1.354","3.348"
330221,"0.899","3.154","0.841","6.386","0.140","2.766"
330222,"0.130","2.562","0.378","2.873","0.205","4.049"
330223,NA,NA,NA,NA,NA,NA
330224,NA,NA,NA,NA,NA,NA
330226,"0.061","0.647","0.156","1.667","0.336","2.550"
330229,NA,NA,NA,NA,NA,NA
330231,"0.164","1.758","0.219","4.319","0.015","1.440"
330232,NA,NA,NA,NA,NA,NA
330233,"1.368","3.672","1.000","5.131","0.630","2.575"
330234,"0.480","0.997","0.171","1.831","0.691","1.916"
330235,"0.046","4.567","0.033","3.217",NA,NA
330236,"0.387","1.215","0.068","1.347","0.530","1.752"
330238,NA,NA,NA,NA,NA,NA
330239,"0.185","3.641",NA,"2.389",NA,"2.837"
330240,"0.415","1.878",NA,NA,"0.018","1.741"
330241,"0.403","0.933","1.081","3.391","0.735","1.975"
330245,"0.009","0.919","0.142","2.793","0.228","2.442"
330246,"0.308","3.298",NA,NA,"0.018","1.743"
330250,"0.167","1.787","0.532","4.042",NA,"0.943"
330259,"0.552","4.188","0.040","3.971","0.110","2.175"
330261,NA,"1.799",NA,"2.837","0.021","2.080"
330264,NA,"0.989","0.026","2.581","0.027","2.635"
330265,NA,NA,NA,NA,NA,NA
330267,"0.460","4.921","1.010","7.670","0.034","3.387"
330268,NA,NA,NA,NA,NA,NA
330270,NA,"1.304",NA,NA,"0.300","5.910"
330273,"0.035","3.411","0.145","2.857","0.294","5.796"
330276,NA,NA,NA,NA,NA,NA
330277,NA,NA,NA,NA,NA,NA
330279,"0.335","1.259","0.573","2.157","0.007","0.708"
330285,"0.652","1.112","0.887","2.462","0.334","1.001"
330286,"0.150","0.770","0.200","1.518","0.217","1.315"
330304,"0.134","1.430","0.353","2.136",NA,"1.083"
330307,"0.031","3.090","0.033","3.207",NA,NA
330331,"0.464","3.521","0.249","2.666","0.144","2.831"
330332,NA,"1.424",NA,NA,"0.173","3.417"
330340,"0.918","6.971","0.320","6.305",NA,NA
330350,"0.938","2.519","0.237","4.676","0.075","1.469"
330385,NA,NA,NA,NA,NA,"1.762"
330386,NA,NA,NA,NA,NA,NA
330393,"0.398","1.068","1.327","3.682","0.629","1.638"
330394,"0.743","2.228","0.509","3.079","0.344","2.080"
330395,"1.506","4.333",NA,NA,"2.348","7.368"
330396,"0.161","1.727",NA,NA,"0.370","2.810"
330397,"0.511","3.883",NA,NA,"0.883","6.700"
330399,"0.346","2.624","0.021","2.035","0.012","1.185"
330401,"0.236","2.527","0.027","2.688","0.568","3.435"
330403,NA,NA,NA,NA,NA,NA
330405,NA,NA,NA,NA,NA,NA
330406,NA,NA,NA,NA,NA,NA
331303,NA,NA,NA,NA,NA,NA
331312,NA,NA,NA,NA,NA,NA
331314,NA,NA,NA,NA,NA,NA
331316,NA,NA,NA,NA,NA,NA
331317,NA,NA,NA,NA,NA,NA
331319,NA,NA,NA,NA,NA,NA
340001,"0.416","1.702","0.175","1.326","0.068","1.340"
340002,"0.305","0.847","0.578","1.662","0.275","0.965"
340003,NA,NA,NA,NA,NA,NA
340004,"0.177","1.894",NA,"0.812","0.101","1.985"
340008,NA,NA,NA,NA,NA,NA
340010,"0.527","1.982","0.018","1.786","0.940","4.824"
340013,"0.044","4.319","0.049","4.793",NA,NA
340014,"1.637","2.808","0.663","2.191","1.031","2.233"
340015,"0.863","3.527",NA,"1.223","1.014","6.133"
340016,NA,"2.842",NA,NA,NA,NA
340017,NA,NA,"0.531","4.034","0.036","3.574"
340020,"0.038","3.703",NA,"2.867",NA,NA
340021,"0.093","1.823","0.283","3.027","0.028","2.771"
340023,NA,NA,"0.049","4.821",NA,NA
340024,NA,NA,NA,NA,NA,NA
340027,"0.704","4.261",NA,"1.731","1.581","8.114"
340028,"0.137","1.039","0.287","1.474","0.428","1.414"
340030,"1.102","1.639","0.694","1.808","0.409","0.930"
340032,"0.516","1.941","0.433","2.220","0.391","2.008"
340037,NA,NA,NA,NA,NA,NA
340039,"0.324","3.470",NA,"1.463",NA,"2.063"
340040,"0.621","1.258","0.876","2.165","0.303","1.002"
340041,"0.167","3.284",NA,NA,NA,NA
340042,"0.038","3.742",NA,"2.079","0.038","3.745"
340047,"0.900","1.529","1.151","2.617","1.087","2.057"
340049,NA,NA,NA,NA,NA,NA
340050,"0.128","1.367","0.423","4.528","0.108","2.120"
340051,NA,NA,NA,NA,NA,NA
340053,"0.518","1.552","0.306","1.386","0.899","2.413"
340060,NA,NA,NA,NA,NA,NA
340061,"1.378","2.021","0.517","1.310","0.762","1.562"
340064,NA,NA,NA,NA,NA,NA
340068,NA,"2.585",NA,"1.972",NA,NA
340069,"0.933","1.781","0.462","2.091","0.458","1.722"
340070,"0.388","2.946","0.021","2.075",NA,"1.741"
340071,"0.324","6.390",NA,NA,"0.035","3.437"
340073,"0.543","3.285",NA,"0.769","0.455","3.452"
340075,"0.484","5.177",NA,"1.577",NA,"1.925"
340084,NA,NA,NA,NA,NA,NA
340085,NA,NA,"0.705","5.354",NA,NA
340087,NA,NA,NA,NA,NA,NA
340090,NA,"1.262",NA,"0.984","0.035","3.444"
340091,"0.391","1.124","0.171","1.036","0.378","1.547"
340096,NA,NA,NA,NA,NA,NA
340097,NA,"2.766",NA,NA,NA,NA
340098,"1.014","3.353","0.292","2.219","0.118","2.335"
340099,NA,NA,NA,NA,NA,NA
340106,NA,NA,NA,NA,NA,NA
340107,NA,"0.814",NA,NA,NA,NA
340109,NA,"2.567",NA,NA,NA,NA
340113,"0.553","1.037","0.849","1.837","0.355","0.925"
340114,"0.113","0.684","0.353","1.168","0.334","1.511"
340115,"0.135","0.819","0.013","1.251","0.580","2.622"
340116,"0.087","1.707",NA,"1.400","0.193","3.800"
340119,NA,NA,NA,NA,NA,NA
340120,NA,NA,NA,NA,NA,NA
340123,NA,"2.761",NA,"1.547",NA,NA
340126,"0.114","2.251",NA,"2.144","0.043","4.285"
340127,NA,NA,NA,NA,NA,NA
340129,NA,"2.488",NA,"2.528",NA,NA
340130,"0.369","3.946","0.021","2.052","0.303","5.974"
340131,"0.055","1.086","0.016","1.588","0.018","1.773"
340132,"0.029","2.831","0.044","4.384",NA,NA
340133,NA,NA,NA,NA,NA,NA
340141,"0.246","0.814","0.053","0.571","0.390","1.289"
340142,"0.023","2.299","0.024","2.380",NA,NA
340143,"0.211","2.257",NA,"1.031","0.328","3.510"
340144,NA,NA,NA,NA,NA,NA
340145,"0.028","2.746",NA,NA,"0.048","4.697"
340147,"1.059","3.717",NA,"2.028","0.337","3.602"
340148,NA,NA,"0.006","0.554",NA,NA
340151,"0.557","5.960",NA,NA,NA,NA
340155,"0.163","1.236","0.026","2.584","0.173","1.847"
340156,NA,NA,NA,NA,NA,NA
340158,NA,NA,"0.174","3.436",NA,NA
340159,NA,NA,NA,NA,NA,NA
340166,NA,"2.092","0.039","3.868",NA,NA
340171,"0.022","2.163","1.415","6.402","0.248","4.891"
340173,"0.791","4.787","0.329","1.993","0.038","3.773"
340183,"0.030","2.976",NA,"1.114","1.741","10.535"
340184,NA,NA,"0.026","2.530",NA,NA
340186,NA,NA,NA,NA,NA,NA
340187,NA,NA,NA,NA,NA,NA
340188,NA,NA,NA,NA,NA,NA
341304,NA,NA,NA,NA,NA,NA
341305,NA,NA,NA,NA,NA,NA
341316,NA,NA,NA,NA,NA,NA
341318,NA,NA,NA,NA,NA,NA
341319,NA,NA,NA,NA,NA,NA
341322,NA,NA,NA,NA,NA,NA
341324,NA,NA,NA,NA,NA,NA
341326,NA,NA,NA,NA,NA,NA
341327,NA,NA,NA,NA,NA,NA
341328,NA,NA,NA,NA,NA,NA
341329,NA,NA,NA,NA,NA,NA
350002,"0.546","3.300","0.027","2.704",NA,"1.585"
350006,NA,"0.530","0.969","4.972","0.031","3.058"
350011,"0.610","1.320","0.793","2.378","0.064","0.688"
350015,"0.649","2.653","0.795","3.597","0.123","2.423"
350019,"0.283","1.156","0.650","3.933","0.456","2.760"
350063,NA,NA,NA,NA,NA,NA
350064,NA,NA,NA,NA,NA,NA
350070,"0.134","2.645","0.352","3.768","0.021","2.075"
351303,NA,NA,NA,NA,NA,NA
351309,NA,NA,NA,NA,NA,NA
351311,NA,NA,NA,NA,NA,NA
351312,NA,NA,NA,NA,NA,NA
351315,NA,NA,NA,NA,NA,NA
351318,NA,NA,NA,NA,NA,NA
351334,NA,NA,NA,NA,NA,NA
360001,"0.324","2.462",NA,"1.039",NA,"1.138"
360002,NA,NA,NA,NA,NA,NA
360003,"1.137","1.830","0.571","2.003","1.300","2.735"
360006,"0.136","0.695","0.400","1.323","0.508","1.365"
360008,"0.706","4.272","0.759","5.764","0.166","3.274"
360009,NA,"1.362",NA,"1.524","0.228","4.489"
360010,"0.312","6.141",NA,"1.714","0.050","4.917"
360011,"0.305","3.263","0.034","3.371",NA,"1.308"
360012,"0.009","0.907","0.080","1.579","0.083","1.639"
360013,NA,NA,NA,NA,NA,NA
360014,NA,NA,NA,NA,NA,NA
360016,NA,"0.628",NA,"0.968",NA,"1.055"
360017,"0.026","0.518","0.157","1.188","1.234","3.312"
360020,"0.810","1.705","0.216","1.106","0.356","1.251"
360025,"0.016","1.622",NA,NA,"0.019","1.825"
360026,NA,NA,NA,NA,NA,NA
360027,"0.232","1.191","0.212","1.610",NA,"0.483"
360029,NA,NA,"0.049","4.812",NA,NA
360032,NA,NA,NA,NA,NA,NA
360035,"0.331","0.952","1.012","2.345","0.912","2.377"
360036,NA,"2.574",NA,NA,NA,NA
360037,"0.937","5.666",NA,NA,NA,"2.154"
360039,"0.933","4.222","0.076","1.498","0.111","2.186"
360040,NA,NA,"0.034","3.348",NA,NA
360041,"0.084","1.653",NA,"2.975","0.498","3.013"
360044,NA,NA,NA,NA,NA,NA
360046,NA,NA,NA,NA,NA,NA
360048,"0.422","1.908","0.013","1.328","0.445","2.689"
360051,"0.393","1.089","0.514","1.700","0.778","1.972"
360052,"0.066","0.701","0.317","1.919","0.164","1.755"
360054,NA,NA,NA,NA,NA,"2.926"
360055,"0.442","2.267","0.026","2.575","0.844","4.333"
360056,"0.176","1.880","0.174","1.862","0.134","2.648"
360058,NA,NA,NA,NA,NA,NA
360059,"0.584","1.327","0.950","2.981","0.638","2.402"
360064,"0.046","0.492","0.085","1.679","0.270","1.634"
360065,NA,NA,NA,NA,NA,NA
360066,"0.015","1.451","0.057","1.128","0.082","1.612"
360068,"0.149","0.674","0.550","2.069","0.154","1.168"
360070,"0.036","0.709","0.094","1.861","0.012","1.210"
360071,NA,NA,NA,NA,NA,NA
360072,"0.176","1.880","0.346","2.628","0.267","2.862"
360074,"0.020","2.016","0.785","4.028","0.045","4.423"
360075,"0.036","3.508",NA,NA,"0.322","6.354"
360076,NA,"0.955",NA,"1.066",NA,"1.609"
360077,"0.241","0.983","0.157","1.191","0.370","1.899"
360078,"0.169","3.337","0.569","6.093","0.267","5.253"
360079,"0.285","1.464","0.101","1.083","0.359","1.842"
360080,"0.044","4.334",NA,NA,NA,NA
360081,"0.018","1.813","0.021","2.084","0.269","5.307"
360082,NA,"1.458",NA,NA,"0.043","4.223"
360084,"0.587","1.941","0.366","2.212","0.602","2.460"
360085,"0.755","1.316","0.426","1.278","0.324","0.870"
360086,"0.426","1.603","0.502","3.037","0.183","1.958"
360087,"0.045","4.431",NA,NA,NA,NA
360089,NA,NA,NA,NA,NA,NA
360090,"0.323","2.451","0.370","2.806",NA,"1.827"
360091,"0.126","2.482",NA,"1.495","0.308","6.068"
360092,NA,NA,NA,NA,NA,NA
360095,NA,"1.372","0.109","2.143",NA,NA
360096,NA,"2.507",NA,"2.303",NA,NA
360098,"0.015","1.432","0.547","2.808","1.379","5.637"
360107,NA,NA,NA,NA,NA,NA
360109,NA,NA,NA,NA,NA,NA
360112,"0.527","1.984","0.906","4.099","0.150","1.610"
360118,"0.107","2.108",NA,"1.155","0.396","4.239"
360121,NA,NA,NA,NA,NA,NA
360123,"0.018","1.744",NA,"0.848","0.035","3.427"
360125,NA,"2.552","0.045","4.467","0.049","4.835"
360131,NA,NA,NA,NA,NA,NA
360132,NA,"1.248",NA,NA,NA,"2.043"
360133,"0.046","0.907",NA,"1.148","0.266","2.020"
360134,"0.004","0.398","0.590","2.671","0.783","3.202"
360137,"1.155","1.943","0.485","1.522","0.411","1.232"
360141,NA,"2.104","0.035","3.459",NA,NA
360143,"1.403","4.923","0.027","2.625","0.184","3.629"
360144,"0.140","1.503",NA,"2.486","0.020","2.013"
360145,"0.374","1.919",NA,"1.265","0.330","3.533"
360147,"0.812","3.319","0.418","2.147","0.548","4.161"
360148,NA,NA,NA,NA,NA,NA
360150,NA,"1.547","0.324","6.378",NA,NA
360151,"0.025","2.511","0.199","3.931",NA,"2.621"
360152,"0.265","2.836",NA,"1.523","0.019","1.829"
360153,NA,NA,NA,NA,NA,NA
360155,"0.012","1.158",NA,"0.771","0.018","1.735"
360156,NA,NA,NA,NA,NA,NA
360159,"0.015","1.505","0.260","2.779","0.423","4.526"
360161,"0.276","2.955","0.017","1.681","0.027","2.679"
360163,"0.357","1.460","0.264","1.357","0.576","2.604"
360170,NA,NA,NA,"2.701",NA,NA
360172,"0.016","1.593","0.028","2.774",NA,NA
360174,NA,"2.482","0.024","2.401",NA,NA
360175,NA,NA,NA,"2.058",NA,NA
360179,"0.005","0.532","1.091","3.140","0.303","2.301"
360180,"1.115","1.632","0.626","1.195","0.333","0.824"
360185,NA,"1.950","0.254","4.998",NA,NA
360189,NA,NA,NA,NA,NA,NA
360192,"0.028","2.719","0.028","2.758","0.048","4.747"
360197,NA,NA,NA,NA,NA,NA
360203,"0.041","4.056",NA,"2.306",NA,NA
360210,NA,NA,"0.198","3.908",NA,NA
360211,"0.090","1.770","0.023","2.253","1.125","5.772"
360218,NA,"2.331",NA,"1.323",NA,"2.928"
360230,"0.055","0.584","0.121","1.292","0.445","1.822"
360234,"0.116","1.237","0.017","1.674","0.023","2.281"
360236,"0.197","3.891","0.152","2.987",NA,NA
360239,NA,"2.273","0.025","2.455","0.285","5.619"
360245,NA,NA,NA,NA,NA,NA
360259,NA,"2.628",NA,"2.917",NA,NA
360262,NA,"1.996","0.024","2.398",NA,NA
360263,NA,NA,NA,NA,NA,NA
360266,NA,NA,NA,NA,NA,NA
360270,NA,NA,NA,NA,NA,NA
360274,NA,NA,NA,NA,NA,NA
360276,"0.124","1.326","0.211","2.256","0.021","2.113"
360348,NA,NA,"0.019","1.885",NA,NA
360351,NA,NA,NA,NA,NA,NA
360352,NA,NA,"0.248","4.884",NA,NA
360354,"0.082","1.622","0.997","4.507","0.152","2.995"
360355,NA,NA,"0.034","3.328",NA,NA
360358,NA,NA,NA,NA,NA,NA
360359,"0.019","1.880",NA,"1.927",NA,"1.761"
360360,"1.078","6.519","0.202","3.990","0.572","6.116"
360361,NA,NA,NA,NA,NA,NA
360362,NA,NA,NA,NA,NA,NA
360364,NA,NA,NA,NA,NA,NA
361301,NA,NA,NA,NA,NA,NA
361302,NA,NA,NA,NA,NA,NA
361306,NA,NA,NA,NA,NA,NA
361307,NA,NA,NA,NA,NA,NA
361308,NA,NA,NA,NA,NA,NA
361309,NA,NA,NA,NA,NA,NA
361310,NA,NA,NA,NA,NA,NA
361311,NA,NA,NA,NA,NA,NA
361312,NA,NA,NA,NA,NA,NA
361314,NA,NA,NA,NA,NA,NA
361315,NA,NA,NA,NA,NA,NA
361316,NA,NA,NA,NA,NA,NA
361318,NA,NA,NA,NA,NA,NA
361319,NA,NA,NA,NA,NA,NA
361320,NA,NA,NA,NA,NA,NA
361322,NA,NA,NA,NA,NA,NA
361323,NA,NA,NA,NA,NA,NA
361324,NA,NA,NA,NA,NA,NA
361325,NA,NA,NA,NA,NA,NA
361326,NA,NA,NA,NA,NA,NA
361328,NA,NA,NA,NA,NA,NA
361331,NA,NA,NA,NA,NA,NA
370001,"0.584","1.480","0.399","2.416","1.521","3.675"
370002,NA,NA,NA,NA,NA,NA
370004,NA,NA,NA,NA,NA,NA
370006,NA,NA,NA,NA,NA,NA
370008,"0.294","1.331","0.769","2.698","0.217","2.326"
370011,NA,NA,NA,NA,NA,NA
370013,"0.180","0.925","0.610","2.140","0.326","1.969"
370014,NA,"2.436",NA,NA,NA,NA
370015,NA,NA,NA,NA,NA,NA
370016,"0.559","5.977",NA,"2.246",NA,NA
370018,"0.171","3.361","0.488","5.224",NA,NA
370019,NA,NA,NA,NA,NA,NA
370020,NA,"2.315","0.203","4.005",NA,NA
370022,NA,NA,NA,NA,NA,NA
370023,NA,"2.651",NA,"2.672",NA,NA
370025,NA,"0.683",NA,"1.907","0.635","4.819"
370026,NA,"2.897",NA,"2.308",NA,NA
