"Provider.Number","MORT.30.AMI.Achievement.Threshold","MORT.30.AMI.Benchmark","MORT.30.AMI.Baseline.Rate","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Achievement.Threshold","MORT.30.HF.Benchmark","MORT.30.HF.Baseline.Rate","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Achievement.Threshold","MORT.30.PN.Benchmark","MORT.30.PN.Baseline.Rate","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Achievement.Threshold","PSI.90.Benchmark","PSI.90.Baseline.Rate","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Achievement.Threshold","HAI.1.Benchmark","HAI.1.Baseline.Rate","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Achievement.Threshold","HAI.2.Benchmark","HAI.2.Baseline.Rate","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Achievement.Threshold","HAI.3.Benchmark","HAI.3.Baseline.Rate","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Achievement.Threshold","HAI.4.Benchmark","HAI.4.Baseline.Rate","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","HAI.5.Achievement.Threshold","HAI.5.Benchmark","HAI.5.Baseline.Rate","HAI.5.Performance.Rate","HAI.5.Achievement.Points","HAI.5.Improvement.Points","HAI.5.Measure.Score","HAI.6.Achievement.Threshold","HAI.6.Benchmark","HAI.6.Baseline.Rate","HAI.6.Performance.Rate","HAI.6.Achievement.Points","HAI.6.Improvement.Points","HAI.6.Measure.Score","PC.01.Achievement.Threshold","PC.01.Benchmark","PC.01.Baseline.Rate","PC.01.Performance.Rate","PC.01.Achievement.Points","PC.01.Improvement.Points","PC.01.Measure.Score"
50779,0.850916,0.873053,"Not Available","0.867375","Not Available","Not Available","Not Available",0.883421,0.907656,"Not Available","0.880335","Not Available","Not Available","Not Available",0.88286,0.9079,"Not Available","0.892972","Not Available","Not Available","Not Available",0.964542,0.709498,"Not Available","0.642188","10 out of 10","Not Available","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"Not Available","0.696","2 out of 10","Not Available","2 out of 10",0.020408,0,"Not Available","0.000000","10 out of 10","Not Available","10 out of 10"
60001,0.850916,0.873053,"0.862095","0.872760","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.868859","0.859351","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.884722","0.908659","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.063543","0.767044","7 out of 10","8 out of 9","8 out of 10",0.369,0,"0.530","0.350","1 out of 10","3 out of 9","3 out of 10",0.906,0,"0.651","0.773","2 out of 10","0 out of 9","2 out of 10","0 out of 10",0.824,0,"1.580","1.429","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.000","Not Available","Not Available","Not Available","Not Available",0.767,0,"1.269","0.517","3 out of 10","5 out of 9","5 out of 10",0.805,0.004,"0.942","0.711","2 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60003,0.850916,0.873053,"0.840909","0.879564","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.873276","0.889258","3 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.894584","0.881093","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.845784","0.741290","8 out of 10","7 out of 9","8 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.289","1.124","0 out of 10","0 out of 9","0 out of 10","4 out of 10",0.824,0,"0.571","0.493","4 out of 10","1 out of 9","4 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.022","0.745","1 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.007299","0.009009","6 out of 10","0 out of 9","6 out of 10"
60004,0.850916,0.873053,"0.848044","0.873622","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.873482","0.890558","3 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.891634","0.871866","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.158185","0.625003","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.906,0,"0.677","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10",0.824,0,"Not Available","1.227","0 out of 10","Not Available","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.010","0.619","3 out of 10","3 out of 9","3 out of 10",0.020408,0,"0.031447","0.013072","4 out of 10","5 out of 9","5 out of 10"
60006,0.850916,0.873053,"0.858468","0.881399","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.849276","0.874819","0 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.874908","0.864187","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.263555","0.611261","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"0.954","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.104","0.537","4 out of 10","5 out of 9","5 out of 10",0.020408,0,"0.098361","0.029412","0 out of 10","7 out of 9","7 out of 10"
60008,0.850916,0.873053,"0.856311","0.862694","Not Available","Not Available","Not Available",0.883421,0.907656,"0.888375","0.892138","4 out of 10","1 out of 9","4 out of 10",0.88286,0.9079,"0.888489","0.889923","3 out of 10","0 out of 9","3 out of 10",0.964542,0.709498,"0.999591","0.565740","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.207","1.059","0 out of 10","1 out of 9","1 out of 10",0.020408,0,"0.131148","0.000000","10 out of 10","9 out of 9","10 out of 10"
60009,0.850916,0.873053,"0.849531","0.865052","6 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.880396","0.894032","4 out of 10","5 out of 9","5 out of 10",0.88286,0.9079,"0.902780","0.916103","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.021013","0.706658","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.123","0.152","6 out of 10","0 out of 9","6 out of 10",0.906,0,"1.105","0.744","2 out of 10","3 out of 9","3 out of 10","1 out of 10",0.824,0,"0.527","0.747","1 out of 10","0 out of 9","1 out of 10",0.71,0,"Not Available","1.521","0 out of 10","Not Available","0 out of 10",0.767,0,"1.092","0.967","0 out of 10","1 out of 9","1 out of 10",0.805,0.004,"1.020","1.268","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.029915","0.043478","0 out of 10","0 out of 9","0 out of 10"
60010,0.850916,0.873053,"0.860355","0.872792","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.889608","0.851331","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.896721","0.886172","2 out of 10","0 out of 9","2 out of 10",0.964542,0.709498,"0.891703","0.462237","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.437","0.884","1 out of 10","0 out of 9","1 out of 10","3 out of 10",0.824,0,"0.362","0.417","5 out of 10","0 out of 9","5 out of 10",0.71,0,"Not Available","1.401","0 out of 10","Not Available","0 out of 10",0.767,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.805,0.004,"1.497","0.707","2 out of 10","5 out of 9","5 out of 10",0.020408,0,"0.000000","0.030303","0 out of 10","0 out of 9","0 out of 10"
60011,0.850916,0.873053,"0.854770","0.872695","9 out of 10","Not Available","9 out of 10",0.883421,0.907656,"0.893247","0.886965","2 out of 10","0 out of 9","2 out of 10",0.88286,0.9079,"0.881260","0.892253","4 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.029684","0.900696","3 out of 10","4 out of 9","4 out of 10",0.369,0,"0.440","0.796","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.233","0.842","1 out of 10","3 out of 9","3 out of 10","1 out of 10",0.824,0,"1.665","1.481","0 out of 10","1 out of 9","1 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.497","1.103","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.860","1.025","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.015385","3 out of 10","0 out of 9","3 out of 10"
60012,0.850916,0.873053,"0.855621","0.871169","9 out of 10","8 out of 9","9 out of 10",0.883421,0.907656,"0.879234","0.882427","0 out of 10","1 out of 9","1 out of 10",0.88286,0.9079,"0.893165","0.908858","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"0.996172","0.537437","10 out of 10","9 out of 9","10 out of 10",0.369,0,"1.447","1.082","0 out of 10","2 out of 9","2 out of 10",0.906,0,"1.439","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10",0.824,0,"1.202","1.996","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","0.470","4 out of 10","0 out of 9","4 out of 10",0.805,0.004,"1.276","1.003","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.021505","0.000000","10 out of 10","9 out of 9","10 out of 10"
60013,0.850916,0.873053,"0.857506","0.880312","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.872557","0.882281","0 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.903888","0.899072","6 out of 10","0 out of 9","6 out of 10",0.964542,0.709498,"0.954319","0.542282","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.621","0 out of 10","0 out of 9","0 out of 10",0.906,0,"1.174","1.271","0 out of 10","0 out of 9","0 out of 10","1 out of 10",0.824,0,"0.000","0.736","1 out of 10","0 out of 9","1 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"2.349","1.188","0 out of 10","4 out of 9","4 out of 10",0.020408,0,"0.022727","0.000000","10 out of 10","9 out of 9","10 out of 10"
60014,0.850916,0.873053,"0.856758","0.874422","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.882593","0.874044","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.881238","0.884462","1 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"1.280253","0.738730","8 out of 10","9 out of 9","9 out of 10",0.369,0,"0.261","0.277","3 out of 10","0 out of 9","3 out of 10",0.906,0,"0.560","1.591","0 out of 10","0 out of 9","0 out of 10","7 out of 10",0.824,0,"0.374","0.335","6 out of 10","1 out of 9","6 out of 10",0.71,0,"Not Available","0.000","10 out of 10","Not Available","10 out of 10",0.767,0,"0.662","0.860","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"1.981","1.427","0 out of 10","2 out of 9","2 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60015,0.850916,0.873053,"0.867188","0.873502","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.875839","0.890604","3 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.886069","0.883329","1 out of 10","0 out of 9","1 out of 10",0.964542,0.709498,"1.215288","0.559886","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.363","0.295","2 out of 10","1 out of 9","2 out of 10",0.906,0,"1.208","0.688","3 out of 10","4 out of 9","4 out of 10","5 out of 10",0.824,0,"0.657","0.444","5 out of 10","3 out of 9","5 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.349","0.412","5 out of 10","0 out of 9","5 out of 10",0.805,0.004,"1.069","1.208","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
60016,0.850916,0.873053,"0.847959","0.866894","Not Available","Not Available","Not Available",0.883421,0.907656,"0.850242","0.865703","0 out of 10","2 out of 9","2 out of 10",0.88286,0.9079,"0.880072","0.872917","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"0.909673","0.537447","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10",0.824,0,"0.000","0.835","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.082","0.705","2 out of 10","3 out of 9","3 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60020,0.850916,0.873053,"0.858020","0.868588","8 out of 10","7 out of 9","8 out of 10",0.883421,0.907656,"0.869432","0.887148","2 out of 10","4 out of 9","4 out of 10",0.88286,0.9079,"0.894617","0.908618","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.537775","0.891539","3 out of 10","7 out of 9","7 out of 10",0.369,0,"0.577","0.566","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.288","0.048","9 out of 10","8 out of 9","9 out of 10","3 out of 10",0.824,0,"0.759","1.133","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.688","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"0.334","1.384","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.422","0.855","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.061611","0.000000","10 out of 10","9 out of 9","10 out of 10"
60022,0.850916,0.873053,"0.847732","0.868368","8 out of 10","8 out of 9","8 out of 10",0.883421,0.907656,"0.899587","0.875913","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.860935","0.843969","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.196280","0.702338","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.734","0.277","3 out of 10","6 out of 9","6 out of 10",0.906,0,"1.035","0.110","8 out of 10","8 out of 9","8 out of 10","5 out of 10",0.824,0,"1.259","0.569","3 out of 10","5 out of 9","5 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.534","0.962","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.545","0.874","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.015544","0.012500","4 out of 10","1 out of 9","4 out of 10"
60023,0.850916,0.873053,"0.871541","0.864533","6 out of 10","0 out of 9","6 out of 10",0.883421,0.907656,"0.876933","0.859845","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.862002","0.886843","2 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"1.298263","0.791697","7 out of 10","8 out of 9","8 out of 10",0.369,0,"0.302","0.381","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.651","0.231","7 out of 10","6 out of 9","7 out of 10","5 out of 10",0.824,0,"0.718","0.517","4 out of 10","2 out of 9","4 out of 10",0.71,0,"0.936","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"1.456","1.155","0 out of 10","2 out of 9","2 out of 10",0.805,0.004,"0.612","1.333","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.017241","0.010152","5 out of 10","4 out of 9","5 out of 10"
60024,0.850916,0.873053,"0.849936","0.883011","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.884603","0.891704","4 out of 10","3 out of 9","4 out of 10",0.88286,0.9079,"0.891866","0.901078","7 out of 10","5 out of 9","7 out of 10",0.964542,0.709498,"1.193532","0.822476","6 out of 10","7 out of 9","7 out of 10",0.369,0,"0.795","0.635","0 out of 10","2 out of 9","2 out of 10",0.906,0,"0.412","0.327","6 out of 10","2 out of 9","6 out of 10","0 out of 10",0.824,0,"0.432","1.061","0 out of 10","0 out of 9","0 out of 10",0.71,0,"1.211","1.451","0 out of 10","0 out of 9","0 out of 10",0.767,0,"0.340","0.855","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"1.315","1.068","0 out of 10","1 out of 9","1 out of 10",0.020408,0,"0.022727","0.022222","0 out of 10","0 out of 9","0 out of 10"
60027,0.850916,0.873053,"0.842197","0.861838","5 out of 10","6 out of 9","6 out of 10",0.883421,0.907656,"0.878978","0.889329","3 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.890624","0.917867","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.024009","0.923742","2 out of 10","3 out of 9","3 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"1.962","1.592","0 out of 10","1 out of 9","1 out of 10","0 out of 10",0.824,0,"1.259","2.322","0 out of 10","0 out of 9","0 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.805,0.004,"1.080","0.898","0 out of 10","1 out of 9","1 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60028,0.850916,0.873053,"0.847028","0.865970","Not Available","Not Available","Not Available",0.883421,0.907656,"0.884213","0.886930","2 out of 10","1 out of 9","2 out of 10",0.88286,0.9079,"0.876163","0.894691","5 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"1.179988","1.007155","0 out of 10","3 out of 9","3 out of 10",0.369,0,"0.212","0.300","2 out of 10","0 out of 9","2 out of 10",0.906,0,"0.216","0.114","8 out of 10","4 out of 9","8 out of 10","2 out of 10",0.824,0,"0.324","1.048","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.484","0.279","6 out of 10","4 out of 9","6 out of 10",0.767,0,"0.208","0.435","4 out of 10","0 out of 9","4 out of 10",0.805,0.004,"0.841","0.952","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.004831","0.000000","10 out of 10","9 out of 9","10 out of 10"
60030,0.850916,0.873053,"0.844123","0.839707","0 out of 10","0 out of 9","0 out of 10",0.883421,0.907656,"0.868612","0.884209","1 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.885981","0.854721","0 out of 10","0 out of 9","0 out of 10",0.964542,0.709498,"1.037969","0.693116","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.859","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.912","0.933","0 out of 10","0 out of 9","0 out of 10","4 out of 10",0.824,0,"0.844","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"1.146","1.565","0 out of 10","0 out of 9","0 out of 10",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.739","0.332","6 out of 10","5 out of 9","6 out of 10",0.020408,0,"0.027027","0.034483","0 out of 10","0 out of 9","0 out of 10"
60031,0.850916,0.873053,"0.860963","0.868069","7 out of 10","5 out of 9","7 out of 10",0.883421,0.907656,"0.894685","0.860500","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.879041","0.895738","5 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"0.972457","0.686314","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.193","0.208","4 out of 10","0 out of 9","4 out of 10",0.906,0,"1.716","1.066","0 out of 10","3 out of 9","3 out of 10","4 out of 10",0.824,0,"1.634","1.114","0 out of 10","3 out of 9","3 out of 10",0.71,0,"2.514","1.073","0 out of 10","5 out of 9","5 out of 10",0.767,0,"0.911","0.932","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"1.030","0.987","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.033708","0.082192","0 out of 10","0 out of 9","0 out of 10"
60032,0.850916,0.873053,"0.853227","0.875451","10 out of 10","9 out of 9","10 out of 10",0.883421,0.907656,"0.877996","0.887078","2 out of 10","3 out of 9","3 out of 10",0.88286,0.9079,"0.903801","0.914490","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.325410","0.512475","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","1.378","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.694","1.563","0 out of 10","0 out of 9","0 out of 10","1 out of 10",0.824,0,"0.262","1.096","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.455","0.421","4 out of 10","0 out of 9","4 out of 10",0.767,0,"0.924","0.973","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"0.677","0.856","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.010870","0.000000","10 out of 10","9 out of 9","10 out of 10"
60034,0.850916,0.873053,"0.859249","0.855281","2 out of 10","0 out of 9","2 out of 10",0.883421,0.907656,"0.898113","0.877034","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.885943","0.890228","3 out of 10","1 out of 9","3 out of 10",0.964542,0.709498,"1.482481","0.572550","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.479","0.900","0 out of 10","0 out of 9","0 out of 10",0.906,0,"0.461","0.691","3 out of 10","0 out of 9","3 out of 10","2 out of 10",0.824,0,"0.917","1.170","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.711","0.000","10 out of 10","9 out of 9","10 out of 10",0.767,0,"1.129","1.632","0 out of 10","0 out of 9","0 out of 10",0.805,0.004,"2.113","1.103","0 out of 10","4 out of 9","4 out of 10",0.020408,0,"0.016949","0.017241","2 out of 10","0 out of 9","2 out of 10"
60044,0.850916,0.873053,"0.846498","0.867074","Not Available","Not Available","Not Available",0.883421,0.907656,"0.875351","0.876512","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.880016","0.883150","1 out of 10","1 out of 9","1 out of 10",0.964542,0.709498,"0.899151","0.669504","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.245","0.487","4 out of 10","0 out of 9","4 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60049,0.850916,0.873053,"0.851817","0.860548","Not Available","Not Available","Not Available",0.883421,0.907656,"0.885453","0.874943","0 out of 10","Not Available","0 out of 10",0.88286,0.9079,"0.884132","0.900863","7 out of 10","7 out of 9","7 out of 10",0.964542,0.709498,"0.887515","0.617378","10 out of 10","9 out of 9","10 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0.824,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.373","1.773","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60054,0.850916,0.873053,"0.853118","0.867715","Not Available","Not Available","Not Available",0.883421,0.907656,"0.884606","0.861780","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.870221","0.888760","3 out of 10","4 out of 9","4 out of 10",0.964542,0.709498,"1.173935","0.820518","6 out of 10","7 out of 9","7 out of 10",0.369,0,"Not Available","0.884","0 out of 10","Not Available","0 out of 10",0.906,0,"0.980","1.215","0 out of 10","0 out of 9","0 out of 10","5 out of 10",0.824,0,"1.486","0.636","3 out of 10","5 out of 9","5 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"1.639","1.685","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","0.071429","0 out of 10","Not Available","0 out of 10"
60064,0.850916,0.873053,"0.863596","0.867368","7 out of 10","3 out of 9","7 out of 10",0.883421,0.907656,"0.886554","0.876490","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.891540","0.915848","10 out of 10","9 out of 9","10 out of 10",0.964542,0.709498,"1.148254","0.472872","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.906,0,"0.795","0.435","5 out of 10","4 out of 9","5 out of 10","10 out of 10",0.824,0,"0.484","0.000","10 out of 10","9 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.805,0.004,"0.850","0.977","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"Not Available","Not Available","Not Available","Not Available","Not Available"
60065,0.850916,0.873053,"0.842669","0.866589","7 out of 10","7 out of 9","7 out of 10",0.883421,0.907656,"0.875704","0.863814","0 out of 10","0 out of 9","0 out of 10",0.88286,0.9079,"0.867392","0.889174","3 out of 10","5 out of 9","5 out of 10",0.964542,0.709498,"1.479973","0.626552","10 out of 10","9 out of 9","10 out of 10",0.369,0,"0.305","0.000","10 out of 10","9 out of 9","10 out of 10",0.906,0,"0.290","1.416","0 out of 10","0 out of 9","0 out of 10","0 out of 10",0.824,0,"0.938","1.573","0 out of 10","0 out of 9","0 out of 10",0.71,0,"0.000","0.757","0 out of 10","0 out of 9","0 out of 10",0.767,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.805,0.004,"0.908","1.320","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
60075,0.850916,0.873053,"0.855161","0.873017","9 out of 10","9 out of 9","9 out of 10",0.883421,0.907656,"0.879476","0.887930","2 out of 10","Not Available","2 out of 10",0.88286,0.9079,"0.900745","0.895277","5 out of 10","0 out of 9","5 out of 10",0.964542,0.709498,"0.817209","0.773270","7 out of 10","4 out of 9","7 out of 10",0.369,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.906,0,"Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10",0.824,0,"0.000","0.000","10 out of 10","0 out of 9","10 out of 10",0.71,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.767,0,"Not Available","Not Available","Not Available","Not Available","Not Available",0.805,0.004,"0.130","1.269","0 out of 10","0 out of 9","0 out of 10",0.020408,0,"0.031579","0.021739","0 out of 10","3 out of 9","3 out of 10"
